Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Noms des déposants,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,18,D,Dr Bayle (L.),[257],,,,,
1922,18,D,Dr Bayle (G.),[1811],,,,,
1922,18,D,Dr Bender,[1774],,,,,
1922,18,D,Dr Bender (X.),"[1777, 1877]",,,,,
1922,18,D,Dr Blaizot (L.) et autres,[294],,,,,
1922,18,D,Dr Cabautous (G.).,[689],,,,,
1922,18,D,Dr Carl Schlinder Barnay (Raison sociale),[60],,,,,
1922,18,D,Dr Casseus (A.).,[736],,,,,
1922,18,D,Dr Chesnais (A.).,[960],,,,,
1922,18,D,Dr Chesneau (P.) et Dr Coursier (H.).,[740],,,,,
1922,18,D,Dr Couput (C.).,[1367],,,,,
1922,18,D,Dr Coursier (H.) et Dr Chesneau (P.),[740],,,,,
1922,18,D,Dr Creuze (P.),[256],,,,,
1922,18,D,Dr de Backer (F.).,[1471],,,,,
1922,18,D,Dr Duff Whiteside (G.),[916],,,,,
1922,18,D,Dr Eduardo Mendes,[1807],,,,,
1922,18,D,Dr Faure,[430],,,,,
1922,18,D,Dr Fialip (R.J.M.),[1213],,,,,
1922,18,D,Dr Fumouze & Cie (Société).,"[960, 961]",,,,,
1922,18,D,Dr Gelma (C.),[702],,,,,
1922,18,D,Dr Guerrier (G.).,[1325],,,,,
1922,18,D,Dr Josipovici (Sando),[55],,,,,
1922,18,D,Dr Latour (Y.),[1149],,,,,
1922,18,D,Dr Leprince (M.).,"[484, 1541]",,,,,
1922,18,D,Dr Macari (A.).,[1154],,,,,
1922,18,D,Dr Maréchal (H.). ,"[740, 893]",,,,,
1922,18,D,Dr Mencière (M.F. L.E.),"[631, 633]",,,,,
1922,18,D,Dr Mouneyrat (A.).,[631],,,,,
1922,18,D,Dr Nissim (J.),[1115],,,,,
1922,18,D,Dr Plantier (L.).,[1326],,,,,
1922,18,D,Dr Pomaret (M.R.),[1811],,,,,
1922,18,D,Dr Rolland (P.).,"[1388, 1387]",,,,,
1922,18,D,Dr Serph (P.),[1510],,,,,
1922,18,D,Dr Souchon (L.) et Teulon (B.),[135],,,,,
1922,18,D,Dr Torchaussée (H.),[58],,,,,
1922,18,D,Dr Verut (M.),[1778],,,,,
1922,18,D,Dr Yves Latour (Le),[1420],,,,,
1922,18,D,Dodge brothers (Société),[1666],,,,,
1922,18,D,Dodin (A.),[770],,,,,
1922,18,D,Doison (D.),[270],,,,,
1922,18,D,Dol (J.),[563],,,,,
1922,18,D,Dolfus (D.),[1536],,,,,
1922,18,D,Dolfus-Mieg & Cie (Société anonyme : Société),"[864, 1526]",,,,,
1922,18,D,Dollé (Société anonyme dite : Établissements).,[346],,,,,
1922,18,D,Domaine (A.),[1821],,,,,
1922,18,D,Domaine de la Pascalette,[163],,,,,
1922,18,D,Domange (R. et P.),[494],,,,,
1922,18,D,Domercq (L.),[1729],,,,,
1922,18,D,Domergue (A.).,[1465],,,,,
1922,18,D,Page réelle.,[1555],,,,,
1922,18,D,Dommel (E.) père.,[830],,,,,
1922,18,D,Dona (H.),[1623],,,,,
1922,18,D,Donats (A.F.P.de),[395],,,,,
1922,18,D,Donche (J.),[561],,,,,
1922,18,D,Dondicol (F.).,"[809, 886]",,,,,
1922,18,D,Dong-Thanh (Maison),[185],,,,,
1922,18,D,Donis (R.),[1845],,,,,
1922,18,D,Donizeau (L.),[1486],,,,,
1922,18,D,Donnet (R.) & Cie (Raison sociale).,[1756],,,,,
1922,18,D,Donnot (P.),[740],,,,,
1922,18,D,Donny & Cie (Raison sociale Société),"[155, 568]",,,,,
1922,18,D,Donval (V.),[478],,,,,
1922,18,D,Dora Polisansky (dame veuve).,[1589],,,,,
1922,18,D,Page réelle.,[1599],,,,,
1922,18,D,Dorange (dame).,[1440],,,,,
1922,18,D,Dorantowicz (A. C.),"[215, 1420]",,,,,
1922,18,D,Doray et Bouillaud (Société),[1010],,,,,
1922,18,D,Dorchi (J.).,"[455, 906]",,,,,
1922,18,D,Dordoigne (dame L.),[1312],,,,,
1922,18,D,Doré (dame A.).,[170],,,,,
1922,18,D,Dore (J.),[558],,,,,
1922,18,D,Dore (L.A.),[829],,,,,
1922,18,D,Doré (L.),[1766],,,,,
1922,18,D,Doré père et fils ainé,[1108],,,,,
1922,18,D,Dorel (F.),[1719],,,,,
1922,18,D,Dorey (G.),"[29, 927]",,,,,
1922,18,D,Dorian - Holtzer Jackson & Cie (Société anonyme des Établissements),[146],,,,,
1922,18,D,Dorilly (Société anonyme des produits),[1374],,,,,
1922,18,D,Dorin (Société anonyme : Maison),"[17, 241, 687, 801, 868, 1132, 1347, 1488]",,,,,
1922,18,D,Dorin (Société anonyme : Maison).,[1589],,,,,
1922,18,D,Page réelle.,[1599],,,,,
1922,18,D,Dorin (Société anonyme : Maison).,[1704],,,,,
1922,18,D,Dorin et Dubois (Société),[1364],,,,,
1922,18,D,Dormeuil frères (Société),[12],,,,,
1922,18,D,Dornbierer (H.).,[1750],,,,,
1922,18,D,"Dorne, Guinet & Cie",[166],,,,,
1922,18,D,Dornseif (H.).,[1299],,,,,
1922,18,D,Dorothy Dodd Shoe Company (Société),[275],,,,,
1922,18,D,Dorret (A.),[717],,,,,
1922,18,D,D'Orsay & Cle (Firme),[1792],,,,,
1922,18,D,Dorsemaine (F.).,[8],,,,,
1922,18,D,Dosjoub Bécbon (G.),[714],,,,,
1922,18,D,Dosne (C.),[890],,,,,
1922,18,D,Do-Tinh,[1721],,,,,
1922,18,D,"Douault, Talvande frères & Co (Société des Établissements)",[1694],,,,,
1922,18,D,Doublet (P.G.).,[],,,,,
1922,18,D,Doublet (M.A.).,[1040],,,,,
1922,18,D,Doubliez (L.),[14],,,,,
1922,18,D,Douce et Moulin (Société),[906],,,,,
1922,18,D,Doucet-Bon (E.).,[277],,,,,
1922,18,D,Doué et Lamotte (Établissements),[1828],,,,,
1922,18,D,Dougall (Mc) and Yalding Limited (Société).,"[708, 967]",,,,,
1922,18,D,Douglas Hogg (W.),[483],,,,,
1922,18,D,Douhairet (G.).,[797],,,,,
1922,18,D,Douilhet et Chenal (Société).,"[784, 1776]",,,,,
1922,18,D,Douin (E.).,"[1170, 1382]",,,,,
1922,18,D,Douin (F.),[1243],,,,,
1922,18,D,Douisset (P.),[1125],,,,,
1922,18,D,Doumenjou (G.).,"[889, 890]",,,,,
1922,18,D,Douris - Sabatier (dame veuve A.).,[1482],,,,,
1922,18,D,Doutres (J.),[247],,,,,
1922,18,D,Douvet (J.),[1382],,,,,
1922,18,D,D’Ovrecourt (Simon),[1366],,,,,
1922,18,D,Doyen (G.).,"[119, 121]",,,,,
1922,18,D,Doyen (M.),[1783],,,,,
1922,18,D,Dozolme (P.),[387],,,,,
1922,18,D,Dozolme &. Cie (Société Victor).,[1401],,,,,
1922,18,D,Dramard et Moureaux,"[660, 726, 1767, 1768, 1830, 1831]",,,,,
1922,19,D,Dranssart (Ch.).,[1742],,,,,
1922,19,D,Draux (G.H.A.).,[912],,,,,
1922,19,D,Draveny (P.F.).,[151],,,,,
1922,19,D,Drevet fils (Raison Commerciale F.),[38],,,,,
1922,19,D,Drevon et Renevier.,[1675],,,,,
1922,19,D,Dreyfus (A.).,"[694, 903]",,,,,
1922,19,D,Dreyfus (R.).,"[150, 1058, 1061]",,,,,
1922,19,D,Dreyfus (S.).,"[9, 981, 5]",,,,,
1922,19,D,Dreyfus (G.),[1721],,,,,
1922,19,D,Dreyfus - Wiéner (Firme G.),[1793],,,,,
1922,19,D,Dreyfuss-Weill.,[1633],,,,,
1922,19,D,Dribaucourt (J.) et Sardet (C.).,[693],,,,,
1922,19,D,Drieu La Rochelle (dame) et autres,"[1113, 1114]",,,,,
1922,19,D,"Drimo, Desmazières",[43],,,,,
1922,19,D,Driot (R.),[796],,,,,
1922,19,D,Drioux (A.),[956],,,,,
1922,19,D,Driver - Harris (Société anonyme des Établissements),[1854],,,,,
1922,19,D,Droge (A.),[1667],,,,,
1922,19,D,Droguerie Centrale du Sud - Ouest (Société),[343],,,,,
1922,19,D,Droguerie Jeanne d’Arc,[1689],,,,,
1922,19,D,Dronne (M.).,"[1141, 1474]",,,,,
1922,19,D,Page réelle.,[1564],,,,,
1922,19,D,Dronneau (C.),[1728],,,,,
1922,19,D,Drouet - Cordier (Société),[246],,,,,
1922,19,D,Drouet - Delpierre (J.),[1491],,,,,
1922,19,D,Drouet et Moyer.,[1835],,,,,
1922,19,D,Drouet (D.) et Plet (A.),"[848, 1080, 1389, 1484]",,,,,
1922,19,D,Page réelle.,[1574],,,,,
1922,19,D,Drouhaut (H.),[1080],,,,,
1922,19,D,Drouhin (Maison Joseph),[1107],,,,,
1922,19,D,Drouin (P.),[1053],,,,,
1922,19,D,Drouin et autres (Société),[303],,,,,
1922,19,D,Droulers (G.).,"[469, 471]",,,,,
1922,19,D,Droulers & Cie (Société),[1531],,,,,
1922,19,D,Droulers - Vernier (E.),[152],,,,,
1922,19,D,Droz (A.),[841],,,,,
1922,19,D,Drysdale & Cie (Société John et Joseph),[1430],,,,,
1922,19,D,Dualis (Société anonyme),[167],,,,,
1922,19,D,Dubaquié (L.),[1209],,,,,
1922,19,D,Dubaquié (L.) & Cie,[1028],,,,,
1922,19,D,Dubar (J.L.),[1259],,,,,
1922,19,D,Dubar (J.M.),"[1493, 1745]",,,,,
1922,19,D,Dubernard (L.).,[1876],,,,,
1922,19,D,"Dubief, Sallet & Cie",[41],,,,,
1922,19,D,Dublange (J.E.).,[75],,,,,
1922,19,D,Dublé (A.) et Mary (G.) (Société).,[239],,,,,
1922,19,D,Dubois (G.).,"[227, 1445, 1446, 1803]",,,,,
1922,19,D,Dubois (J.),[347],,,,,
1922,19,D,Dubois (F.).,"[552, 875]",,,,,
1922,19,D,Dubois (M.),[910],,,,,
1922,19,D,Dubois (L.L.),[1052],,,,,
1922,19,D,Dubois (A.),[1273],,,,,
1922,19,D,Dubois (P.).,"[812, 1449]",,,,,
1922,19,D,Dubois (C.),[1521],,,,,
1922,19,D,Dubois et autres (Société),[1372],,,,,
1922,19,D,Dubois et Dorin (Société),[1364],,,,,
1922,19,D,Dubois et Mariton (Société),[363],,,,,
1922,19,D,Du Boistesselin (H.),[54],,,,,
1922,19,D,Dubonnet (Société anonyme des Établissements).,"[1208, 1276, 1717]",,,,,
1922,19,D,Dubos (demoiselle Julie),[1324],,,,,
1922,19,D,Dubos frères & Cie.,[1844],,,,,
1922,19,D,Dubosc (dame A. M.),[1037],,,,,
1922,19,D,Dubostfrères,[975],,,,,
1922,19,D,Dubost - Besson (Établissements),[387],,,,,
1922,19,D,"Dubost-Dumousset (J.B.).,",[387],,,,,
1922,19,D,"Dubouché, Bisquit & Cie.","[524, 1314, 1841]",,,,,
1922,19,D,Dubouloz (dame veuve J.),[438],,,,,
1922,19,D,Dubourg (L.),[631],,,,,
1922,19,D,Dubuc (G.),[438],,,,,
1922,19,D,Dubuffet (Société anonyme des Entrepôts).,"[478, 1769, 1800, 1803]",,,,,
1922,19,D,"Dubuffet, Lagrange & Cie",[208],,,,,
1922,19,D,Dubuisson & Cie.,[239],,,,,
1922,19,D,"DuBurck (J.J.),.",[1775],,,,,
1922,19,D,"Dubust, Dehoulle et Hauchecorne (Société)",[1207],,,,,
1922,19,D,Duc (J.C.),[918],,,,,
1922,19,D,Ducasble (R.),"[348, 419]",,,,,
1922,19,D,Ducasse (J.E.F.).,[1163],,,,,
1922,19,D,Ducaté (E.),[1344],,,,,
1922,19,D,Ducatillon (J.B.).,"[154, 266, 442, 1021, 1087]",,,,,
1922,19,D,Ducatillon et Carlier (Maison).,"[154, 266, 442, 1021, 1087]",,,,,
1922,19,D,Ducellier (H.),[309],,,,,
1922,19,D,Ducéré (M.),[853],,,,,
1922,19,D,Duchamp et autres,[382],,,,,
1922,19,D,Duchange (J.),[227],,,,,
1922,19,D,Ducharne & Cie (Société F.),[389],,,,,
1922,19,D,Duchauffour (dame P.),[1638],,,,,
1922,19,D,Duchaussoy (L.).,[671],,,,,
1922,19,D,Duche (D.),[280],,,,,
1922,19,D,Duchemin (C.).,[1469],,,,,
1922,19,D,Page réelle.,[1559],,,,,
1922,19,D,Duchesne (A.),[48],,,,,
1922,19,D,Duchesne (G.),"[1144, 1182]",,,,,
1922,19,D,Ducker (P.W.).,[1405],,,,,
1922,19,D,Duclos (G.),[1726],,,,,
1922,19,D,Ducognon (Léonie),[1780],,,,,
1922,19,D,Ducoin (L.C.),[1717],,,,,
1922,19,D,Duconseille (A.).,[970],,,,,
1922,19,D,Ducos (H.).,"[551, 747]",,,,,
1922,19,D,Ducos & Cie (A.).,[716],,,,,
1922,19,D,Ducos et Simons (Société),[643],,,,,
1922,19,D,Ducoulombier (C.),"[77, 1011, 1482]",,,,,
1922,19,D,Ducoulombier Simoens (G.),[290],,,,,
1922,19,D,Ducousso (M.).,[696],,,,,
1922,19,D,Ducrocq (L.),[754],,,,,
1922,19,D,Ducrocq (C.),[1756],,,,,
1922,19,D,Ducros (A.).,"[880, 1271]",,,,,
1922,19,D,"Ducros, Glas & Cie",[379],,,,,
1922,19,D,Duc Sanh Duong (Maison),[182],,,,,
1922,19,D,Dudouit (R.V.).,[953],,,,,
1922,19,D,Dufaux (Maison).,[606],,,,,
1922,19,D,Dufayard (J.),[846],,,,,
1922,19,D,Duff Manufacturing Company (Société The).,[1783],,,,,
1922,19,D,Duffaut (A.),[1065],,,,,
1922,19,D,Duflos (A.),[1279],,,,,
1922,19,D,Dufoix (J.),[796],,,,,
1922,19,D,Dufour (R.),[385],,,,,
1922,19,D,Dufour (C.).,"[661, 860]",,,,,
1922,19,D,Dufour (Société A. L. et G.),[908],,,,,
1922,19,D,Dufour (L.),[1815],,,,,
1922,19,D,Dufour et fils (Société Jean),[375],,,,,
1922,19,D,Dufour-Perret (L.).,[725],,,,,
1922,19,D,Dufour (P.) et Tillier (C.),[1303],,,,,
1922,19,D,Du Foussat (G.).,[815],,,,,
1922,19,D,Dufresne (A.),[970],,,,,
1922,19,D,Dugat (J.),[710],,,,,
1922,19,D,Duglé (M. et Ph.).,[1506],,,,,
1922,19,D,Dugué & Cie (Société L.L.),[1378],,,,,
1922,19,D,Dyguey (P.),[186],,,,,
1922,19,D,Duhameau (A.).,[910],,,,,
1922,19,D,Duhamel (H.),[904],,,,,
1922,19,D,Duhamel (A.C.G.).,[1358],,,,,
1922,19,D,Duhem (L.),[694],,,,,
1922,19,D,Duhem - Pourcelle (dame B.),[1409],,,,,
1922,19,D,Dujardin (J.),[1669],,,,,
1922,19,D,Dujardin frères (Société),[28],,,,,
1922,19,D,Duluc (A.),[883],,,,,
1922,19,D,Dumail et Chane (Établissements),[1228],,,,,
1922,19,D,Dumas (veuve).,[1431],,,,,
1922,19,D,Dumas (G.),[1492],,,,,
1922,19,D,Dumax,[545],,,,,
1922,19,D,Dumet et Mouchon.,[1661],,,,,
1922,19,D,Dumillier (A.).,[1072],,,,,
1922,19,D,Dumolard & Cie Société anonyme des Etablissements),[1322],,,,,
1922,19,D,Dumon (F.),[729],,,,,
1922,19,D,Dumond - Burget & Cie (Société).,"[438, 518]",,,,,
1922,19,D,Dumont (C.J.).,[713],,,,,
1922,19,D,Dumont (G.),[851],,,,,
1922,19,D,Dumont (W.),[861],,,,,
1922,19,D,Dumont (dame M.),[1310],,,,,
1922,19,D,Dumont (E.),[1323],,,,,
1922,19,D,Dumont (R.) et Daniel (L.),[34],,,,,
1922,19,D,Dumont fils (E.) et Coënt (Société).,[393],,,,,
1922,19,D,Dumontier (M.).,[1483],,,,,
1922,19,D,Page réelle.,[1573],,,,,
1922,19,D,Dumortier frères (Société P.).,"[132, 133, 1684]",,,,,
1922,19,D,Dumoulin (Raison sociale A. et R.).,[1470],,,,,
1922,19,D,Dumoulin Michaux (Maison),[866],,,,,
1922,19,D,Dumousset - Charras (R.),[1459],,,,,
1922,19,D,Dumousset - Vernassieu (B.),[714],,,,,
1922,19,D,Dunan (E.) et Frejacques (J. L.),[1787],,,,,
1922,19,D,Dunand (C.J.A.).,[11],,,,,
1922,19,D,Dunhill (A.),[1462],,,,,
1922,19,D,Dunlop (Société anonyme des Pneumatiques).,"[795, 1007]",,,,,
1922,19,D,Dunlop Rubber C° (Société The).,[1490],,,,,
1922,19,D,Dunois et fils (Société J.).,"[499, 1222, 1429]",,,,,
1922,19,D,Dunois et fils (Société J.),[1584],,,,,
1922,19,D,Page réelle.,[1594],,,,,
1922,19,D,Dunois et fils (Société J.),[1729],,,,,
1922,19,D,Dunwoody (H.).,"[283, 1149, 1366]",,,,,
1922,19,D,"Duny, Coquereau & Cie (Société).",[1469],,,,,
1922,19,D,Page réelle.,[1559],,,,,
1922,19,D,Duong (Maison Duc Sanh),[182],,,,,
1922,19,D,Dupaix (F.),[806],,,,,
1922,19,D,Dupas et Marefin (Société),[119],,,,,
1922,19,D,Dupasquier (J.) et Fraslin (M.) (Société),[1471],,,,,
1922,19,D,Page réelle.,[1561],,,,,
1922,19,D,Duperrex (E.) et Boegli (R.),[1766],,,,,
1922,19,D,Duperron (F.L.M.),[217],,,,,
1922,19,D,Dupeyron (V.J.).,[15],,,,,
1922,19,D,Dupeyron (A.),[215],,,,,
1922,19,D,Dupeyron (A.L.).,[327],,,,,
1922,19,D,Dupeyroux (E.F.).,[1366],,,,,
1922,19,D,Dupis & Cie (Société anonyme : Établissements Charles).,"[24, 49, 1316]",,,,,
1922,19,D,Duplan (C.),[405],,,,,
1922,19,D,Duplan (L.),[667],,,,,
1922,19,D,Duplan (dame veuve Louis).,[1684],,,,,
1922,19,D,Duplessis - Fourcaud (R.).,"[92, 93]",,,,,
1922,19,D,Dupont (R.),[848],,,,,
1922,19,D,Dupont (dame veuve Alph.).,[1600],,,,,
1922,19,D,Dupont (E.) & Cie.,[602],,,,,
1922,19,D,Dupont frères,[873],,,,,
1922,19,D,Dupont - Cuveliez (P.),[919],,,,,
1922,19,D,Dupont - Cuveliez fils (P.).,"[521, 1381]",,,,,
1922,19,D,Dupont (J.D.) et Menassé (I.) (Société),[1440],,,,,
1922,19,D,Du Pont de Ne mours and C° (Société E.I.).,[1434],,,,,
1922,19,D,Duport et autres.,[122],,,,,
1922,19,D,Dupraz (J.),[1009],,,,,
1922,19,D,Duprez (P.),[1459],,,,,
1922,19,D,Page réelle.,[1549],,,,,
1922,19,D,Dupraz & Cie.,"[785, 1542]",,,,,
1922,19,D,"Dupraz, Novalis & Cie (Laboratoires)","[368, 995]",,,,,
1922,19,D,Dupret (H.).,"[862, 863]",,,,,
1922,19,D,Duprez (P.),[1460],,,,,
1922,19,D,Page réelle.,[1550],,,,,
1922,19,D,Dupuy (A.),[17],,,,,
1922,19,D,Dupuy (L.).,"[160, 161]",,,,,
1922,19,D,Dupuy (É.),[245],,,,,
1922,19,D,Dupuy (R.),[1875],,,,,
1922,19,D,Dupuy (G.) et Lesceurre (F.),[1670],,,,,
1922,19,D,Duquesne (A.J.E.),[1465],,,,,
1922,19,D,Durand (L.),[29],,,,,
1922,19,D,Durand (F.),[73],,,,,
1922,19,D,Durand (G.J.).,[274],,,,,
1922,19,D,Durand (E.).,"[501, 642]",,,,,
1922,19,D,Durand (G.).,"[541, 607]",,,,,
1922,19,D,Durand (J.),[699],,,,,
1922,19,D,Durand (A.F.).,[709],,,,,
1922,19,D,Durand (R.),[905],,,,,
1922,19,D,Durand (A.L.).,[1050],,,,,
1922,19,D,Durand (Société les Fils de J.).,[976],,,,,
1922,19,D,Durand (E.) et autres (Société).,[1772],,,,,
1922,19,D,Durand et Brilles.,[507],,,,,
1922,19,D,Durand - Dassier (E.),[1360],,,,,
1922,19,D,Durandet (dame B.),[1169],,,,,
1922,19,D,Duranton (J.),[1222],,,,,
1922,19,D,Duras (Raison sociale E.).,"[231, 477]",,,,,
1922,19,D,Page réelle.,[1567],,,,,
1922,19,D,Durban (A.),[1454],,,,,
1922,19,D,Durbecé (G.),[1695],,,,,
1922,19,D,Dureau (R.L.B.).,[684],,,,,
1922,19,D,Dureau et Michel (Société),[1460],,,,,
1922,19,D,Dureigne (L.R.).,[629],,,,,
1922,19,D,Durel (A.),[1660],,,,,
1922,19,D,Durel-Vivien (P.),[1183],,,,,
1922,19,D,Duret (M.),[407],,,,,
1922,19,D,Duret (L.J.A.).,[1819],,,,,
1922,19,D,Durey-Sohy & Cie (Société A.),[455],,,,,
1922,19,D,Durieux & Cie,[1786],,,,,
1922,19,D,Duriez (E.),[1811],,,,,
1922,19,D,Durif (A.),[1785],,,,,
1922,19,D,Durin (R.),[1865],,,,,
1922,19,D,Durkoppwerke Aktiengesellschaft (Société),[680],,,,,
1922,19,D,"Durrand, De Picard & Cie (Société)",[1360],,,,,
1922,19,D,Durrschmidt (Société des Établissements),[1663],,,,,
1922,19,D,Durthaller (J.).,[495],,,,,
1922,19,D,Durut (P.) et Hervé (M.) (Société).,"[600, 970]",,,,,
1922,19,D,Dury (V.),[1646],,,,,
1922,19,D,Du Saint (J.),[419],,,,,
1922,19,D,Dusang et autres (Société),[670],,,,,
1922,19,D,Duské (P.).,"[1346, 1434]",,,,,
1922,19,D,Dussaut (E.P.).,[522],,,,,
1922,19,D,Dussé (Société anonyme des Établissements).,[1478],,,,,
1922,19,D,Dusseris (H.F.E. S.),[438],,,,,
1922,19,D,Dussine (L.).,"[114, 115, 152]",,,,,
1922,19,D,Duteil (P.),[240],,,,,
1922,19,D,Duthil (A.),[941],,,,,
1922,19,D,Duthois frères,[1065],,,,,
1922,19,D,"Dutoiet, Martin & Cie",[42],,,,,
1922,19,D,Dutoit (R.).,"[6, 701, 185]",,,,,
1922,19,D,Dutoit et Wilhelm (Société).,[670],,,,,
1922,19,D,Duval (J.),[249],,,,,
1922,19,D,Duval (A.),[386],,,,,
1922,19,D,Duval (R.).,"[112, 425, 1636, 1864, 1865]",,,,,
1922,19,D,Duval-Guyot et Cie (Société).,[683],,,,,
1922,19,D,Duvallet (P.F.M.).,[928],,,,,
1922,19,D,Duverbecq (J.).,[354],,,,,
1922,19,D,Duverdrey et Bloquel (Société Anciens Établissements),[710],,,,,
1922,19,D,Duvergé (L.),[382],,,,,
1922,19,D,Duvernois (dame M.),[1076],,,,,
1922,19,D,Duvillier frères (Société L. et T.),[1409],,,,,
1922,19,D,Duvinage (G.),[415],,,,,
1922,19,D,Duvivier (J.),[169],,,,,
1922,19,D,Duyck (dame veuve G.),[1335],,,,,
1922,19,D,"Duyts, Venries & Cie (Société)",[1815],,,,,
1922,19,D,Duzer & Son (Société dite : S.R. Van),"[80, 309]",,,,,
1922,19,D,Dyberg (O.),[367],,,,,
1922,19,D,Dyckerhoff (E.).,[1082],,,,,
1922,19,D,Dziambor et Lausen (Firma Simple Füllfeder Gesellschaft Voss),[979],,,,,
1922,19,,E,[],,,,,
1922,19,E,Eagle Pencil Company (Société).,[1808],,,,,
1922,19,E,Earl Ephraïm Jensen,[1696],,,,,
1922,19,E,Echaide (A.),[408],,,,,
1922,20,E,Echard (M.),[1456],,,,,
1922,20,E,Echavidre (G.A.).,[888],,,,,
1922,20,E,Echeman (L.).,"[672, 1482]",,,,,
1922,20,E,Page réelle.,[1572],,,,,
1922,20,E,Echeman (L.),[1618],,,,,
1922,20,E,Eckerlein (E.L.). ,[1186],,,,,
1922,20,E,Eckert (C.J.G.).,[1625],,,,,
1922,20,E,École Régionale des Beaux-Arts (L’),[630],,,,,
1922,20,E,Edifi (Société anonyme),[142],,,,,
1922,20,E,Edward Sharp et Sons Limited.,[613],,,,,
1922,20,E,Egal et Garnier (Société),[388],,,,,
1922,20,E,Ehrharht (C.),[37],,,,,
1922,20,E,Eichart (S.),[493],,,,,
1922,20,E,Eisenberg (J.).,[792],,,,,
1922,20,E,Eisenmann et Bauer (Firme).,[1540],,,,,
1922,20,E,Elarre - Lacaze et Alvarez (Société),[1790],,,,,
1922,20,E,Electricitats - ge - sellschaft Sanitatas,[828],,,,,
1922,20,E,Elektromophon A.G. manufacturière (Société).,[1470],,,,,
1922,20,E,Elesbe (Parfums).,[1829],,,,,
1922,20,E,Elesca (Société anonyme),[1440],,,,,
1922,20,E,Elichagaray et Barnett (Raison sociale),"[526, 527, 1841]",,,,,
1922,20,E,Elie (J.P.).,"[17, 117]",,,,,
1922,20,E,Elie (A.),"[424, 724]",,,,,
1922,20,E,Eline's Incorporated (Société).,[1641],,,,,
1922,20,E,Elis (A.),[1539],,,,,
1922,20,E,Elivain et Lacombe (Société),[1067],,,,,
1922,20,E,Elivian (J.),[360],,,,,
1922,20,E,Ellen Voisin (Raison sociale de).,[800],,,,,
1922,20,E,Elliachevitvh et Turowicz (Société).,[116],,,,,
1922,20,E,Elliott fisher Company (Société).,[418],,,,,
1922,20,E,Elman (G.),[115],,,,,
1922,20,E,Elo (Société anynome du Fibrociment et des Revêtements),[111],,,,,
1922,20,E,Elouard (R.A.J.).,[1518],,,,,
1922,20,E,Eloy (G.),[309],,,,,
1922,20,E,Eluere (A.).,"[1280, 1481]",,,,,
1922,20,E,Page réelle. ,[1571],,,,,
1922,20,E,Emailleries de la Sarre,[1224],,,,,
1922,20,E,Emaillier et Stanzwerke vorm (Société),[386],,,,,
1922,20,E,Eme (H.J.),[889],,,,,
1922,20,E,Emerson (T.S.).,[1651],,,,,
1922,20,E,Emery (L.H.),[230],,,,,
1922,20,E,Emery (A.),[506],,,,,
1922,20,E,Emidecau (Société anonyme),[645],,,,,
1922,20,E,Emo & Cie (Raison sociale L.),[1528],,,,,
1922,20,E,Emptoz (A.),[1115],,,,,
1922,20,E,Emsellem (I.),[756],,,,,
1922,20,E,Emy (D.),[1368],,,,,
1922,20,E,Enckell (A.) et Fredland (J.).,[80],,,,,
1922,20,E,Enfant (J.),[42],,,,,
1922,20,E,Engel (P.A.),[187],,,,,
1922,20,E,"Engelhardt, Usureau (G.), de Préville (X.) & Cie. ","[145, 165, 854, 1727, 1774, 1817]",,,,,
1922,20,E,"Engelo, Zinn (Robert) & Co (Raison sociale)",[865],,,,,
1922,20,E,Englender (A.).,[605],,,,,
1922,20,E,Enguel (A.).,"[499, 1309]",,,,,
1922,20,E,Enoch & Cie (Société),[481],,,,,
1922,20,E,Entraygues (J.P.).,"[97, 757, 760, 978, 1121, 1127, 1264, 1634]",,,,,
1922,20,E,Entrepôt Général.,[1600],,,,,
1922,20,E,Entrepôts Dubuffet (Société anonyme des),"[1769, 1800, 1803]",,,,,
1922,20,E,Entreprises Industrielles charentaises (Société anonyme des).,[1665],,,,,
1922,20,E,Entzminger & Cie (H.),[231],,,,,
1922,20,E,Epely (J.),[386],,,,,
1922,20,E,Epicerie Limousine,[663],,,,,
1922,20,E,"Epron, Faget, Lafforgue & Cie (Société des Salaisons Pyrénéennes)",[1438],,,,,
1922,20,E,Equoy (E.P.A.).,[1399],,,,,
1922,20,E,Eragne (A.),[709],,,,,
1922,20,E,Erdreich (dame A.),[554],,,,,
1922,20,E,Ernemann Werke G. (Société).,[538],,,,,
1922,20,E,Ernoux (L.),[985],,,,,
1922,20,E,Erouart - Duhamel (F.),[1722],,,,,
1922,20,E,Errera (E.),[612],,,,,
1922,20,E,Errera (G.) & Cie.,[458],,,,,
1922,20,E,Ervin and Henderson (Société).,[1129],,,,,
1922,20,E,Erwein & Cie (Société M.),[143],,,,,
1922,20,E,Erzgebirgische Maschinenfabrik Karl Naumann (Firme),[555],,,,,
1922,20,E,Escafit et Grillon.,[151],,,,,
1922,20,E,Escallier (A.),[410],,,,,
1922,20,E,Escaravage (P.).,[1468],,,,,
1922,20,E,Page réelle.,[1558],,,,,
1922,20,E,Escaude (A.) et Berné (L.),[460],,,,,
1922,20,E,Eschenauer (L.).,[810],,,,,
1922,20,E,Eschenauer & Cie (Raison sociale L.),[1071],,,,,
