Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Chiffres des marques,Dénomination des marques,Emblême,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,102,I,,Inter-brosse,,43,1341,,,,
1922,102,I,,Intérim,,49,833,,,,
1922,102,I,,International .,,75,215,,,,
1922,102,I,,International Watch C0,,21,1583,,,,
1922,102,I,,Page Réelle .,,,1593,,,,
1922,102,I,,Inter-Omnium .,,80,675,,,,
1922,102,I,,Intima,,10,707,,,,
1922,102,I,,Intimes,,79,294,,,,
1922,102,I,,Inusable (L').,,52,238,,,,
1922,102,I,,id.,,52,606,,,,
1922,102,I,,id.,,53,716,,,,
1922,102,I,,id.,,52,1525,,,,
1922,102,I,,Invicta (Super ovoïdes),,7,262,,,,
1922,102,I,,Invicta (Segment),,75,1039,,,,
1922,102,I,,Invicta,,35,1200,,,,
1922,102,I,,id.,,38,1339,,,,
1922,102,I,,Invincible,,60,82,,,,
1922,102,I,,Invincible (L’).,,52,1013,,,,
1922,102,I,,Invincible Quality (The Best).,,16,1695,,,,
1922,102,I,,Invisible (Lacet à ferrage),,51,1789,,,,
1922,102,I,,Invocation,,58,1263,,,,
1922,102,I,,Invulnérable (L').,,60,1638,,,,
1922,102,I,,Iodarshytone .,,79,1283,,,,
1922,102,I,,Iodel,,79,540,,,,
1922,102,I,,Iodergine,,79,847,,,,
1922,102,I,,Iodésyl,,79,675,,,,
1922,102,I,,Iodhéma,,79,736,,,,
1922,102,I,,Iodhémine,,79,736,,,,
1922,102,I,,Iodcfumarol,,79,136,,,,
1922,102,I,,Iodogénol,,79,1247,,,,
1922,102,I,,Iodoïcol,,79,1149,,,,
1922,102,I,,Iodone Robin .,,79,1282,,,,
1922,102,I,,Iodophosphorine,,79,1510,,,,
1922,102,I,,Iodoquinbine formule Aubry.,,79,179,,,,
1922,102,I,,Iodoramine ,,79,30,,,,
1922,102,I,,Iodor Tardieu .,,79,1324,,,,
1922,102,I,,Iodostarine Roche,,79,1151,,,,
1922,102,I,,id.,,79,1153,,,,
1922,102,I,,Iodo strontium.,,79,30,,,,
1922,102,I,,Iodynamine,,79,440,,,,
1922,102,I,,I avec dessin.,,22,794,,,,
1922,102,I,,Iola ,,59,279,,,,
1922,102,I,,Iota (Plume),,72,1653,,,,
1922,102,I,,Ipana,,58,46,,,,
1922,102,I,,I. Petit Laroche & C°,,68,618,,,,
1922,102,I,,id.,,68,621,,,,
1922,102,I,,I P H,,75,1775,,,,
1922,102,I,,Ipsa,,58,1527,,,,
1922,102,I,,Iradia,,58,1134,,,,
1922,102,I,,Irat (G.),,25,1337,,,,
1922,102,I,,Irato,,75,293,,,,
1922,102,I,,Irène,,58,1263,,,,
1922,102,I,,Irènette,,52,1670,,,,
1922,102,I,,Irénia,,58,1589,,,,
1922,102,I,,Page Réelle .,,,1599,,,,
1922,102,I,,Irexp,,19,1856,,,,
1922,102,I,,Iridate de Méthyle ,,58,1589,,,,
1922,102,I,,Page Réelle .,,,1599,,,,
1922,102,I,,Irigraphe,,75,1147,,,,
1922,102,I,,Iris (A 1') avec dessin,,53,200,,,,
1922,102,I,,Iris (Lessive à l’).,,14,344,,,,
1922,102,I,,Iris,,62,611,,,,
1922,102,I,,Iris (Beurre de table de l’) avec dessin,,64,1674,,,,
1922,102,I,,Iris avec dessin.,,36,1700,,,,
1922,102,I,,Iris noirs,,58,1375,,,,
1922,102,I,,Irisa avec dessin.,,56,607,,,,
1922,102,I,,Iriscope,,75,1147,,,,
1922,102,I,,Irlandaise,,66,1310,,,,
1922,102,I,,Irlande (Savon d’),,14,597,,,,
1922,102,I,,Irlande (Fil d’).,,47,1402,,,,
1922,102,I,,Irlande (Laine d’).,,44,1669,,,,
1922,102,I,,Irnéal,,58,1098,,,,
1922,102,I,,Iroff,,68,320,,,,
1922,102,I,,Ironnett,,11,1369,,,,
1922,102,I,,Iroquois,,59,1132,,,,
1922,102,I,,Irréprochables (Bretelles sanitaires) ,,52,1525,,,,
1922,102,I,,Irrétrécissable (Tricot hygiénique) ,,52,653,,,,
1922,102,I,,Irrigit,,78,631,,,,
1922,102,I,,Irroy (Ernest).,,68,1647,,,,
1922,102,I,,Irz (Carburador).,,22,1398,,,,
1922,102,I,,I. S,,16,267,,,,
1922,102,I,,I. Sander Colon.,,68,621,,,,
1922,102,I,,Isard (Papier l’).,,72,134,,,,
1922,102,I,,Isard (L’) avec dessin,,46,195,,,,
1922,102,I,,Isard avec dessin.,,67,1178,,,,
1922,102,I,,Isard rouge (L’) avec dessin,,64,312,,,,
1922,102,I,,Isaria,,20,498,,,,
1922,102,I,,Isberg,,79,1148,,,,
1922,102,I,,Isda avec dessin.,,71bis,1038,,,,
1922,102,I,,Isère (L’),,66,122,,,,
1922,102,I,,Isérienne,,45,1631,,,,
1922,102,I,,Isigny (Biscuiterie d’),,66,1677,,,,
1922,102,I,,Isigny (Sablé d’).,,66,1677,,,,
1922,102,I,,Isigny (Biscuits d’),,66,1678,,,,
1922,102,I,,Isigny (Beurre d’) Trois étoiles.,,64,805,,,,
1922,102,I,,Isis Douche,,78,891,,,,
1922,102,I,,Isly,,49,1827,,,,
1922,102,I,,Isnard-Nice supérieurs aux meilleurs (Biscuits).,,66,1607,,,,
1922,102,I,,Iso-Bain,,79,893,,,,
1922,102,I,,Iso-collyre,,79,893,,,,
1922,102,I,,Iso-Farnésol,,58,1589,,,,
1922,102,I,,Page Réelle .,,,1599,,,,
1922,102,I,,Isol,,33,1481,,,,
1922,102,I,,Isolant-Hetma.,,78,255,,,,
1922,102,I,,Isoléïne,,79,820,,,,
1922,102,I,,Isomorphal,,79,1080,,,,
1922,102,I,,I. Sorby,,16,267,,,,
1922,102,I,,Isotoxyl,,79,257,,,,
1922,102,I,,Israël (G.) fournit le monde,,57,866,,,,
1922,102,I,,Istic (Crème),,58,1305,,,,
1922,102,I,,I T dans un cercle (Dessin),,68,1443,,,,
1922,102,I,,Ita (Citronnade).,,69,627,,,,
1922,102,I,,Ita (Orangeade).,,69,628,,,,
1922,102,I,,Itala (Blanc),,33,10,,,,
1922,102,I,,Itala avec armoiries de l’Italie (Dessin),,56,875,,,,
1922,102,I,,Italian Salad Oil (Extra superfine),,64,763,,,,
1922,102,I,,id.,,64,764,,,,
1922,102,I,,Italien (Mélange).,,66,1531,,,,
1922,102,I,,Italienne (A l’) avec dessin,,65,613,,,,
1922,102,I,,Italo,,64,1741,,,,
1922,102,I,,Itfitz,,75,254,,,,
1922,102,I,,It-Isa,,32,191,,,,
1922,102,I,,Ivan,,49,1825,,,,
1922,102,I,,Ivoire (L’),,29,271,,,,
1922,102,I,,Ivoirine,,58,461,,,,
1922,102,I,,Ixa,,16,226,,,,
1922,102,I,,Ixa (Colle),,11,642,,,,
1922,102,I,,Ixora (Parfumerie à l’),,58,1266,,,,
1922,102,I,,Ixora Bréoni (Quadruple essence d’),,58,1266,,,,
1922,102,I,,Iza avec cloche (Dessin),,59,1019,,,,
1922,102,J,,J J sur une étoile (Dessin),,53,1229,,,,
1922,102,J,,J. A. (Les Gaufrettes sèches).,,66,158,,,,
1922,102,J,,J. A. dans un écusson surmonté d’une tête d’Egyptienne (Dessin),,58,1170,,,,
1922,102,J,,J. A. B. (Grande crème),,66,1311,,,,
1922,102,J,,Jabon curativo Maubert,,58,567,,,,
1922,102,J,,J. A. G,,66,614,,,,
1922,102,J,,Jac,,66,1068,,,,
1922,102,J,,J. A. G,,66,1101,,,,
1922,102,J,,Jacerine,,79,846,,,,
1922,102,J,,Jacinthe desmontagnes,,58,1375,,,,
1922,102,J,,Jacinthes,,58,355,,,,
1922,102,J,,Jacinthis,,58,355,,,,
1922,102,J,,Jack,,60,610,,,,
1922,102,J,,Jack(PiPe).,,59,979,,,,
1922,102,J,,Jackal Brandy avec chacal (Dessin),,68,1314,,,,
1922,102,J,,Jacki (Les),,68,404,,,,
1922,102,J,,Jackson (Elixir).,,79,1619,,,,
1922,102,J,,Jackson (Pommade),,79,1619,,,,
1922,102,J,,Jacmel,,67,1610,,,,
1922,102,J,,Jacob’s Drop’s.,,79,59,,,,
1922,102,J,,Jacobin. ,,68,521,,,,
1922,102,J,,Jacobins (Dépuratif Baume des).,,79,30,,,,
1922,102,J,,Jacobins (Thédes),,79,1042,,,,
1922,102,J,,Jacobine (La). ,,68,1874,,,,
1922,102,J,,Jacobine (Distillerie de la),,68,1873,,,,
1922,102,J,,Jacobiner,,68,521,,,,
1922,102,J,,Jacoline,,33,1430,,,,
1922,102,J,,Jacpa (Entrepôts),,68,1771,,,,
1922,102,J,,Jacqueline,,64,1741,,,,
1922,102,J,,Jacques (Pipe) .,,59,979,,,,
1922,102,J,,Jacques Cœur (Savonnerie).,,58,801,,,,
1922,102,J,,id.,,58,1436,,,,
1922,102,J,,Jacquesson,,68,986,,,,
1922,102,J,,Jacqvesson & fils (Champagne),,68,987,,,,
1922,102,J,,Jacquesson & fils dans un écusson couronné (Dessin).,,68,987,,,,
1922,102,J,,Jackson,,62,1604,,,,
1922,103,J,,Jactobyl,,79,485,,,,
1922,103,J,,Jade (Le).,,58,1133,,,,
1922,103,J,,Jadeau & C0 (Ch.).,,68,437,,,,
1922,103,J,,Jadis.,,66,952,,,,
1922,103,J,,J. A. E. ,,75,1449,,,,
1922,103,J,,Jaguenaud (Cognac P.),,68,1804,,,,
1922,103,J,,Ja-Gut. ,,60,691,,,,
1922,103,J,,Jahi (Onguent).,,79,1155,,,,
1922,103,J,,Jahncke,,38,501,,,,
1922,103,J,,J’ai trouvé le filon,,51,353,,,,
1922,103,J,,Jaillet (Hémoglobine).,,79,368,,,,
1922,103,J,,J. A. K. dans un losange,,42,386,,,,
1922,103,J,,Jal (Produits) .,,1,1290,,,,
1922,103,J,,"J. Alavoine (Cale pied) (Courroie, pompe)",,25,1584,,,,
1922,103,J,,Page Réelle.,,,1594,,,,
1922,103,J,,Jalume,,20,904,,,,
1922,103,J,,J. A. M. avec des- [sin.,,22,461,,,,
1922,103,J,,Page Réelle.,,,1551,,,,
1922,103,J,,Jamaica Rum.,,68,1842,,,,
1922,103,J,,Jamais assez !.,,62,1868,,,,
1922,103,J,,Jameco,,64,804,,,,
1922,103,J,,id.,,79,1657,,,,
1922,103,J,,James Ducellier (Eau de Cologne),,58,1600,,,,
1922,103,J,,James Keiller & Son Ld.,,66,1207,,,,
1922,103,J,,James Plagniol.,,64,1605,,,,
1922,103,J,,Jan,,69,365,,,,
1922,103,J,,Jane Regny.,,48,1701,,,,
1922,103,J,,Jane Regny (La Bonneterie de) avec dessin,,52,1702,,,,
1922,103,J,,Janet & Cie (E.).,,68,319,,,,
1922,103,J,,Janin,,53,1060,,,,
1922,103,J,,Janine ,,66,1174,,,,
1922,103,J,,id.,,52,1761,,,,
1922,103,J,,Janipoline.,,79,1750,,,,
1922,103,J,,Janius avec dessin.,,25,1163,,,,
1922,103,J,,Janod (Atelier).,,41,560,,,,
1922,103,J,,J. A. Noé&Co.,,68,126,,,,
1922,103,J,,Janos (Le),,35,1009,,,,
1922,103,J,,Janvier,,79,847,,,,
1922,103,J,,Jap,,70,480,,,,
1922,103,J,,Japana. ,,52,1761,,,,
1922,103,J,,Japona,,56,1461,,,,
1922,103,J,,Japonais (Le).,,42,305,,,,
1922,103,J,,Japonais (Dessin),,68,1770,,,,
1922,103,J,,Japonaise (Bougie),,70,165,,,,
1922,103,J,,Japonaise,,44,944,,,,
1922,103,J,,Japonaise (Laine) avec dessin,,44,945,,,,
1922,103,J,,Japonaise étudiant une plante (Dessin),,79,1721,,,,
1922,103,J,,Japonaise élevant une bougie (Dessin),,70,1747,,,,
1922,103,J,,Japonaises peignant (Dessin).,,33,1521,,,,
1922,103,J,,Jaques,,78,1749,,,,
1922,103,J,,Jarabe Roche.,,79,1150,,,,
1922,103,J,,Jardin de France.,,62,1172,,,,
1922,103,J,,Jardin de Provence.,,58,1864,,,,
1922,103,J,,Jarnac .,,58,461,,,,
1922,103,J,,Jarre (Veuve).,,68,1767,,,,
1922,103,J,,J’arriverai avec hirondelle (Dessin),,54,1061,,,,
1922,103,J,,J. Arrodeau,,68,290,,,,
1922,103,J,,Jasmin (Carbone au).,,72,96,,,,
1922,103,J,,Jasmin (Au),,44,944,,,,
1922,103,J,,Jasmin d’Irlande.,,58,1375,,,,
1922,103,J,,Jasmin des jasmins ,,58,203,,,,
1922,103,J,,Jasmin de Perse .,,58,80,,,,
1922,103,J,,Jasmin rare,,58,717,,,,
1922,103,J,,Jasmin suprême.,,58,687,,,,
1922,103,J,,Jasminantème.,,58,1589,,,,
1922,103,J,,Page Réelle.,,,1599,,,,
1922,103,J,,Jaspéïne (La).,,33,1055,,,,
1922,103,J,,Jaspyr,,58,1348,,,,
1922,103,J,,J. A. U,,79,1451,,,,
1922,103,J,,Jaubert (Gh.).,,62,1638,,,,
1922,103,J,,id.,,62,1639,,,,
1922,103,J,,Jaune (Taxi),,25,1429,,,,
1922,103,J,,Jaune d’œuf (Savon au) avec dessin,,58,1704,,,,
1922,103,J,,Jaunet,,68,287,,,,
1922,103,J,,Java (Papier),,72,1651,,,,
1922,103,J,,Javana,,66,431,,,,
1922,103,J,,Javanais (Sirop).,,79,1078,,,,
1922,103,J,,Javelessive,,14,1369,,,,
1922,103,J,,Javelline,,14,108,,,,
1922,103,J,,id.,,11,596,,,,
1922,103,J,,Javelot (Savon Le) avec dessin .14,,,1253,,,,
1922,103,J,,Javotte,,52,1588,,,,
1922,103,J,,Page Réelle.,,,1598,,,,
1922,103,J,,J. A. x. avec étoile et Croissant (Dessin). ,,63,429,,,,
1922,103,J,,J. A. Z,,21,556,,,,
1922,103,J,,Jazzoflute,,76,255,,,,
1922,103,J,,J. B. avec ancre (Dessin),,16,450,,,,
1922,103,J,,J. B.,,66,984,,,,
1922,103,J,,J. B. (Roue amovible),,25,1462,,,,
1922,103,J,,Page Réelle.,,,1552,,,,
1922,103,J,,J. B,,64,1741,,,,
1922,103,J,,J. B. dans un écusson surmonté d’l  coq,,68,620,,,,
1922,103,J,,J. B. G. sur un croissant avec étoile.(Dessin).,,79,847,,,,
1922,103,J,,J. B. D,,45,1225,,,,
1922,103,J,,id.,,45,1226,,,,
1922,103,J,,id.,,45,1227,,,,
1922,103,J,,J. B. J. Béchon Jeune 1901.,,42,713,,,,
1922,103,J,,J. Broyer,,68,524,,,,
1922,103,J,,J. B. Vital,,67,1610,,,,
1922,103,J,,J. G. avec étoile (Dessin),,25,682,,,,
1922,103,J,,J. G. avec fleur de mer.,,20,1088,,,,
1922,103,J,,J. G. avec ancre  (Dessin),,63,1529,,,,
1922,103,J,,"J. G. A. sur un bobinoir à, main (Dessin).",,16,903,,,,
1922,103,J,,J. G. F,,48,1524,,,,
1922,103,J,,J. G. F. avec tête de chien (Dessin).,,48,1524,,,,
1922,103,J,,J & G Picard Nice,,41,1787,,,,
1922,103,J,,J. D,,63,205,,,,
1922,103,J,,id.,,38,502,,,,
1922,103,J,,"J. Denis, Henry, Mounié & C0 sur une feuille (Dessin)",,68,1359,,,,
1922,103,J,,J. de Servoize & CIe (vin mousseux) .,,68,1445,,,,
1922,103,J,,Jdonite,,11,1459,,,,
1922,103,J,,Page Réelle.,,,1549,,,,
1922,103,J,,J. Dreux (Etablissements),,68,1504,,,,
1922,103,J,,J. Dugas & C0.,,68,1839,,,,
1922,103,J,,J. Dupuy,,68,1804,,,,
1922,103,J,,J. Duval.,,68,249,,,,
1922,103,J,,Jean - Bart avec dessin,,72,54,,,,
1922,103,J,,id.,,72,96,,,,
1922,103,J,,Jean-Bart (Chocolat) avec dessin,,66,984,,,,
1922,103,J,,Jean-Bart (Tampon le) avec dessin,,72,1322,,,,
1922,103,J,,Jean Baudry.,,68,620,,,,
1922,103,J,,Jean Besnac & Co,,68,130,,,,
1922,103,J,,Jean Billy Père &fils.,,68,1804,,,,
1922,103,J,,Jean Drouet sur une étoile (Dessin),,62,1491,,,,
1922,103,J,,Jean Fièvet (Pharmacie).,,79,1688,,,,
1922,103,J,,Jean Lallemant.,,68,91,,,,
1922,103,J,,Jean Marie Farina (Eau de Cologne),,58,1347,,,,
1922,103,J,,Jean -Marie -Farina Roger & Gallet (Eau de Cologne de).,,58,658,,,,
1922,103,J,,Jean Merly,,68,1679,,,,
1922,103,J,,Jean Paisseau (Perle),,56,79,,,,
1922,103,J,,"Jean Sans Peur Duc de Bourgogne (Marc pur vieux) avec dessin, ",,68,1106,,,,
1922,103,J,,Jeanne D’Albret avec dessin,,62,1064,,,,
1922,103,J,,Jeanne d’Arc (Fromagerie).,,64,48,,,,
1922,103,J,,Jeanne D’Arc (Grands ateliers).,,29,149,,,,
1922,103,J,,Jeanne D’Arc (A) avec dessin,,64,516,,,,
1922,103,J,,Jeanne D’Arc (Dessin),,67,616,,,,
1922,103,J,,id.,,68,616,,,,
1922,103,J,,Jeanne D’Arc (Timbre - prime) avec dessin,,14,935,,,,
1922,103,J,,Jeanne D’Arc (Filets),,62,1064,,,,
1922,103,J,,Jeanne D’Arc.,,52,1096,,,,
1922,103,J,,Jeanne D’Arc avec dessin,,14,1124,,,,
1922,103,J,,Jeanne D’Arc (Extrait d’eau de Javel). ,,14,1124,,,,
1922,103,J,,Jeanne D’Arc avec dessin,,16,1197,,,,
1922,103,J,,id.,,54,1863,,,,
1922,103,J,,Jeanne D’Arc (Le miel-Pain à) avec dessin,,66,1712,,,,
1922,103,J,,Jeanne D’Arc (Alimentation).,,71bis,1718,,,,
1922,103,J,,Jeanne D’Arc (Dessin) avec H. D.,,47,862,,,,
1922,103,J,,Jeanne Hachette avec dessin,,42,560,,,,
1922,103,J,,Jeannec & Gie (J.),,62,1063,,,,
1922,103,J,,Jeannette (Bébé).,,60,1471,,,,
1922,103,J,,Page Réelle.,,,1561,,,,
1922,103,J,,Jeannal,,79,1776,,,,
1922,103,J,,Jeannot dans une étoile (Dessin).,,20,1006,,,,
1922,103,J,,Jeannot Gourmand (Chocolat du),,66,918,,,,
1922,103,J,,JeannyFlor,,58,462,,,,
1922,103,J,,Jeba (Système) avec dessin,,22,1089,,,,
1922,103,J,,Je Blanchis Tout avec nègre (Dessin),,14,1695,,,,
1922,103,J,,Je cherche et attire les aiguilles égarées,,42,387,,,,
1922,103,J,,Je choisis les meilleures avec . femme cueillant des fleurs (Dessin).:,,79,1484,,,,
1922,103,J,,Page Réelle.,,,1574,,,,
1922,103,J,,Jécora ,,79,98,,,,
1922,103,J,,Jehan (Liqueur).,,68,162,,,,
1922,103,J,,Jehannette,,66,432,,,,
1922,103,J,,Jéhel,,39,1225,,,,
1922,103,J,,Jékoral.,,79,1078,,,,
1922,103,J,,Je lève.,,16,1051,,,,
1922,103,J,,J.E.L’s,,68,1716,,,,
1922,103,J,,"Je lutte, je vaincs avec coq (Dessin)",,68,1645,,,,
1922,103,J,,Jemmyl-Soap .,,14,1426,,,,
1922,103,J,,Jenrenifl,,79,1247,,,,
1922,103,J,,J’en veux aussi avec dessin,,68,1102,,,,
1922,103,J,,Jep,,43,1011,,,,
1922,103,J,,Jep’s Quina .,,68,52,,,,
1922,103,J,,Je Perce Tout.,,21,228,,,,
1922,103,J,,J. E R & Ciie es,,,776,,,,
1922,103,J,,Jéricho.,,76,783,,,,
1922,103,J,,Jerso laine dans un losange (Dessin),,44,714,,,,
1922,103,J,,Jerzanah,,52,353,,,,
1922,103,J,,Je sais tout,,60,659,,,,
1922,103,J,,Je sème les bons couteaux,,42,1092,,,,
1922,103,J,,Jessop & Sons (WM.).,,8,640,,,,
1922,103,J,,Jessop & Sons Ld(W. M.),,8,640,,,,
1922,103,J,,Je suis bon Puissant Durable.,,28,753,,,,
1922,103,J,,Je suis l’Imma- (culée Conception avec dessin,,56,1131,,,,
1922,103,J,,Je t’attends,,58,566,,,,
1922,103,J,,Jet-Gobet,,17,855,,,,
1922,103,J,,Jeune Égyptienne (Poudre de riz).:,,58,46,,,,
1922,103,J,,Jeune - fée avec dessin,,58,567,,,,
1922,103,J,,Jeune fille buvant (Dessin),,69,1386,,,,
1922,103,J,,Jeune France.,,52,1702,,,,
1922,103,J,,Jeunette,,52,799,,,,
1922,103,J,,Jewel,,72,1322,,,,
1922,103,J,,Jewett .,,25,600,,,,
1922,103,J,,id.,,75,671,,,,
1922,103,J,,Jeyes (Cresyl).,,11,493,,,,
1922,103,J,,Jézérano,,68,478,,,,
1922,103,J,,J. Faret & Co.,,68,126,,,,
1922,103,J,,J et F. Martell.,,68,525,,,,
1922,103,J,,J. G. B,,25,270,,,,
1922,103,J,,"J. G. F. sur une serrure (Dessin),",,32,972,,,,
1922,103,J,,J. Goubard Mercurey Bourgogne,,68,1278,,,,
1922,104,J,,J. G. P. dans un écusson tenu par 2 lions (Dessin) .,,72,1507,,,,
1922,104,J,,J. Gras Lille.,,76,170,,,,
1922,104,J,,J. Gras Paris.,,76,170,,,,
1922,104,J,,J. G. S. dans un cœur (Dessin).,,49,306,,,,
1922,104,J,,J. H,,53,115,,,,
1922,104,J,,J. H. (Les films artistiques),,75,1876,,,,
1922,104,J,,J. H Co,,17,1818,,,,
1922,104,J,,J. H. C0 sur un écusson américain (Dessin).,,17,1818,,,,
1922,104,J,,J. Hervé,,10,374,,,,
1922,104,J,,J. H. L. dans un losange,,25,7,,,,
1922,104,J,,J. I,,14,344,,,,
1922,104,J,,J. I. (Produits lixiviels),,14,494,,,,
1922,104,J,,Jicky.,,25,646,,,,
1922,104,J,,Jiel (Pâte),,58,1763,,,,
1922,104,J,,Jim Joe sur un écusson (Dessin).,,58,698,,,,
1922,104,J,,Jim’my,,58,1265,,,,
1922,104,J,,Jimp.,,72,326,,,,
1922,104,J,,JIP,,21,1728,,,,
1922,104,J,,J I P. (Carton bitumé) dans un losange (Dessin).,,29,1298,,,,
1922,104,J,,Jipa,,72,1616,,,,
1922,104,J,,J. I. V,,53,275,,,,
1922,104,J,,J. J. sur un robinet (Dessin),,19,1428,,,,
1922,104,J,,J. Jeannec & Cie .,,62,1063,,,,
1922,104,J,,J. J. 8.,,13,493,,,,
1922,104,J,,J. J. M. (Cuirs vernis avec dessin,,10,550,,,,
1922,104,J,,J. J. Paris,,52,152,,,,
1922,104,J,,J. J. L,,48,198,,,,
1922,104,J,,J. L. sur un cachet avec étoile dans un écusson,,68,91,,,,
1922,104,J,,J.L,,16,1051,,,,
1922,104,J,,J. Laffitte (Plaque) ,,8,548,,,,
1922,104,J,,J. Laffitte (Plaque à souder fers et acier),,8,548,,,,
1922,104,J,,J.L. G,,25,1223,,,,
1922,104,J,,J. L. D,,44,1259,,,,
1922,104,J,,J. Ledru,,68,888,,,,
1922,104,J,,J. L. F. (Liqueur extrait de fruits).,,68,1614,,,,
1922,104,J,,J. M. ,,32,1481,,,,
1922,104,J,,J. M. avec dessin.,,16,1663,,,,
1922,104,J,,J. M. sur un diamant (Dessin).,,16,1753,,,,
1922,104,J,,J. M. avec amour dans un losange.,,57,425,,,,
1922,104,J,,J. Massing,,68,1361,,,,
1922,104,J,,J. M. B. sur un écusson tenu par 1 lion (Dessin).,,16,969,,,,
1922,104,J,,J. M. D,,66,1493,,,,
1922,104,J,,id.,,68,1745,,,,
1922,104,J,,J. M. P,,72,1875,,,,
1922,104,J,,J. M. Weston chausseur,,53,1773,,,,
1922,104,J,,Jo (Le bain de avec dessin),,58,1203,,,,
1922,104,J,,Jo-Ca-Ma.,,53,800,,,,
1922,104,J,,Jockey (Dessin).,,47,1343,,,,
1922,104,J,,id.,,48,1403,,,,
1922,104,J,,id.,,79,1778,,,,
1922,104,J,,Jockey club,,68,1716,,,,
1922,104,J,,Joconde,,45,351,,,,
1922,104,J,,Joconde avec dessin,,52,757,,,,
1922,104,J,,Joconde,,66,1473,,,,
1922,104,J,,"Page Réelle,.",,,1563,,,,
1922,104,J,,Joer (Etablissements),,21,417,,,,
1922,104,J,,Johann Marie Fa Farina,,58,834,,,,
1922,104,J,,John (Bicyclettes the),,25,829,,,,
1922,104,J,,John Bradford’s Ltd,,68,1716,,,,
1922,104,J,,John Grane (Garniture métallique),,11,143,,,,
1922,104,J,,John Dewar & SonsLd,,68,1312,,,,
1922,104,J,,id.,,68,1313,,,,
1922,104,J,,John Exshaw,,68,1030,,,,
1922,104,J,,id.,,68,1031,,,,
1922,104,J,,John Exshaw sur une bouteille (Dessin). ,,68,1030,,,,
1922,104,J,,John Hancock.,,72,1719,,,,
1922,104,J,,John Hansen (Huile de foie de morue de),,79,28,,,,
1922,104,J,,John Renardi.,,68,128,,,,
1922,104,J,,Johnny (Rhum supérieur A. D).,,68,1802,,,,
1922,104,J,,Johnston.,,16,1783,,,,
1922,104,J,,Joies du cœur.,,58,1263,,,,
1922,104,J,,Joint Français (Le),,10,707,,,,
1922,104,J,,Joint Marine .,,19,1583,,,,
1922,104,J,,Page Réelle.,,,1593,,,,
1922,104,J,,Joinville,,52,1095,,,,
1922,104,J,,Jolis coteaux (Vin des) .,,68,1678,,,,
1922,104,J,,Jolis yeux,,58,1589,,,,
1922,104,J,,Page Réelle.,,,1599,,,,
1922,104,J,,Jolie cueillette.,,58,978,,,,
1922,104,J,,Jolie Lavandière (A la) avec dessin,,14,225,,,,
1922,104,J,,Joliette (La).,,28,271,,,,
1922,104,J,,"Jolivet (Sel, sirop, vin) . ",,79,631,,,,
1922,104,J,,Jolly (Champagne Léopold).,,68,435,,,,
1922,104,J,,Joly (Pol).,,68,1361,,,,
1922,104,J,,Jolya (Produits de beauté) ,,58,565,,,,
1922,104,J,,id.,,58,566,,,,
1922,104,J,,Jolycrem,,58,201,,,,
1922,104,J,,Jonas et son petit cachalot,,60,1063,,,,
1922,104,J,,Jonas et son Petit Cachalot (Dessip),,1,1118,,,,
1922,104,J,,Jonchée de roses.,,58,656,,,,
1922,104,J,,Jones,,1,899,,,,
1922,104,J,,Jonett,,58,610,,,,
1922,104,J,,Jong,,38,1056,,,,
1922,104,J,,Jongleur de Notre-Dame (Madeleinettes du).,,66,1677,,,,
1922,104,J,,Jonque (La),,14,1334,,,,
1922,104,J,,Jop,,69,1469,,,,
1922,104,J,,Jordain,,72,586,,,,
1922,104,J,,Jordalys.,,58,566,,,,
1922,104,J,,Jorgensen,,16,1817,,,,
1922,104,J,,Jort (Le camembert de),,64,721,,,,
1922,104,J,,Jos,,72,96,,,,
1922,104,J,,Josefern,,29,420,,,,
1922,104,J,,José Séguiranos.,,63,205,,,,
1922,104,J,,Josette (Lacets).,,52,1670,,,,
1922,104,J,,Josiane,,52,1761,,,,
1922,104,J,,Josselin-le - Château avec dessin.,,68,1643,,,,
1922,104,J,,Josué,,33,601,,,,
1922,104,J,,Jouanne (Eau de).,,79,1541,,,,
1922,104,J,,"Joueur de Football (Le) avec, dessin.",,42,714,,,,
1922,104,J,,Jour (Chicorée du) avec dessin .,,67,725,,,,
1922,104,J,,Jour (La ’machine à coudre du).,,16,749,,,,
1922,104,J,,Jourde,,68,809,,,,
1922,104,J,,Jourde (G. A.) sur une bouteille (Dessin),,68,809,,,,
1922,104,J,,Jouve (Café),,67,317,,,,
1922,104,J,,"Jouvence de 1,abbé Soury (La) .",,79,1483,,,,
1922,104,J,,Page Réelle.,,,1573,,,,
1922,104,J,,Jouvence du Muscle (La).,,79,443,,,,
1922,104,J,,Jovinette.,,68,249,,,,
1922,104,J,,Joyeuse (Moire).,,44,604,,,,
1922,104,J,,J. P. sur une étoile (Dessin),,48,233,,,,
1922,104,J,,J. P,,43,650,,,,
1922,104,J,,J. P. sur une boîte (Dessin),,9,1046,,,,
1922,104,J,,id.,,9,1047,,,,
1922,104,J,,J. P avec N. S. dans un écusson (Dessin),,60,155,,,,
1922,104,J,,J. P. B,,65,1742,,,,
1922,104,J,,J. Perrigot Arches Spécial M. B. M,,72,213,,,,
